X...target.gene_info.symbol	association_score.overall	association_score.datatypes.genetic_association	association_score.datatypes.somatic_mutation	association_score.datatypes.known_drug	association_score.datatypes.affected_pathway	association_score.datatypes.rna_expression	association_score.datatypes.literature	association_score.datatypes.animal_model	target.gene_info.name	known_drug_binary
NEXN	0.0144	0	0	0	0	0	0.0144	0	nexilin F-actin binding protein	0
HRH2	0.0144	0	0	0	0	0	0.0144	0	histamine receptor H2	0
PPIB	0.0144	0	0	0	0	0	0.0144	0	peptidylprolyl isomerase B	0
CDC42	0.0144	0	0	0	0	0	0.0144	0	cell division cycle 42	0
SHANK1	0.0144	0	0	0	0	0	0.0144	0	SH3 and multiple ankyrin repeat domains 1	0
ARHGEF10	0.0144	0	0	0	0	0	0.0144	0	Rho guanine nucleotide exchange factor 10	0
ITGA2B	0.0144	0	0	0	0	0	0.0144	0	integrin subunit alpha 2b	0
DNAJB1	0.0144	0	0	0	0	0	0.0144	0	DnaJ heat shock protein family (Hsp40) member B1	0
MANBA	0.0144	0	0	0	0	0	0.0144	0	mannosidase beta	0
NPY6R	0.0144	0	0	0	0	0	0.0144	0	neuropeptide Y receptor Y6 (pseudogene)	0
GAPDHS	0.0144	0	0	0	0	0	0.0144	0	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic	0
FEZ1	0.0144	0	0	0	0	0	0.0144	0	fasciculation and elongation protein zeta 1	0
PGP	0.0144	0	0	0	0	0	0.0144	0	phosphoglycolate phosphatase	0
SFTPB	0.0144	0	0	0	0	0	0.0144	0	surfactant protein B	0
ULK2	0.0144	0	0	0	0	0	0.0144	0	unc-51 like autophagy activating kinase 2	0
SDC2	0.0144	0	0	0	0	0	0.0144	0	syndecan 2	0
SYNCRIP	0.0144	0	0	0	0	0	0.0144	0	synaptotagmin binding cytoplasmic RNA interacting protein	0
STX1A	0.0144	0	0	0	0	0	0.0144	0	syntaxin 1A	0
SERPINA6	0.0144	0	0	0	0	0	0.0144	0	serpin family A member 6	0
SIGLEC8	0.0144	0	0	0	0	0	0.0144	0	sialic acid binding Ig like lectin 8	0
PDGFB	0.0144	0	0	0	0	0	0.0144	0	platelet derived growth factor subunit B	0
UBE2K	0.0144	0	0	0	0	0	0.0144	0	ubiquitin conjugating enzyme E2 K	0
CDH23	0.0144	0	0	0	0	0	0.0144	0	cadherin related 23	0
EGR3	0.0144	0	0	0	0	0	0.0144	0	early growth response 3	0
H1F0	0.0144	0	0	0	0	0	0.0144	0	H1 histone family member 0	0
ANXA7	0.0144	0	0	0	0	0	0.0144	0	annexin A7	0
GKN2	0.0144	0	0	0	0	0	0.0144	0	gastrokine 2	0
GGA1	0.0144	0	0	0	0	0	0.0144	0	golgi associated, gamma adaptin ear containing, ARF binding protein 1	0
IDUA	0.0144	0	0	0	0	0	0.0144	0	iduronidase, alpha-L-	0
HSPB6	0.0144	0	0	0	0	0	0.0144	0	heat shock protein family B (small) member 6	0
ANXA2	0.0144	0	0	0	0	0	0.0144	0	annexin A2	0
NLGN2	0.0144	0	0	0	0	0	0.0144	0	neuroligin 2	0
CDK20	0.0144	0	0	0	0	0	0.0144	0	cyclin dependent kinase 20	0
IGFBP1	0.0144	0	0	0	0	0	0.0144	0	insulin like growth factor binding protein 1	0
HDC	0.0144	0	0	0	0	0	0.0144	0	histidine decarboxylase	0
CSN2	0.0144	0	0	0	0	0	0.0144	0	casein beta	0
MBTPS2	0.0144	0	0	0	0	0	0.0144	0	membrane bound transcription factor peptidase, site 2	0
FOXO4	0.0144	0	0	0	0	0	0.0144	0	forkhead box O4	0
DCX	0.0144	0	0	0	0	0	0.0144	0	doublecortin	0
ENTPD5	0.0144	0	0	0	0	0	0.0144	0	ectonucleoside triphosphate diphosphohydrolase 5	0
ACAT1	0.0144	0	0	0	0	0	0.0144	0	acetyl-CoA acetyltransferase 1	0
SEPT1	0.0144	0	0	0	0	0	0.0144	0	septin 1	0
SLC35A2	0.0144	0	0	0	0	0	0.0144	0	solute carrier family 35 member A2	0
G6PC	0.0144	0	0	0	0	0	0.0144	0	glucose-6-phosphatase catalytic subunit	0
RHEB	0.0144	0	0	0	0	0	0.0144	0	Ras homolog enriched in brain	0
RPS6	0.0144	0	0	0	0	0	0.0144	0	ribosomal protein S6	0
RIT2	0.0144	0	0	0	0	0	0.0144	0	Ras like without CAAX 2	0
SORCS2	0.0144	0	0	0	0	0	0.0144	0	sortilin related VPS10 domain containing receptor 2	0
PRKG1	0.0144	0	0	0	0	0	0.0144	0	protein kinase, cGMP-dependent, type I	0
RNF14	0.0144	0	0	0	0	0	0.0144	0	ring finger protein 14	0
RAMP2	0.0144	0	0	0	0	0	0.0144	0	receptor activity modifying protein 2	0
SMS	0.0144	0	0	0	0	0	0.0144	0	spermine synthase	0
TIA1	0.0144	0	0	0	0	0	0.0144	0	TIA1 cytotoxic granule associated RNA binding protein	0
ZDHHC12	0.0144	0	0	0	0	0	0.0144	0	zinc finger DHHC-type containing 12	0
ITPR3	0.0144	0	0	0	0	0	0.0144	0	inositol 1,4,5-trisphosphate receptor type 3	0
KCNQ4	0.0144	0	0	0	0	0	0.0144	0	potassium voltage-gated channel subfamily Q member 4	0
MAD2L1BP	0.0144	0	0	0	0	0	0.0144	0	MAD2L1 binding protein	0
AGT	0.0144	0	0	0	0	0	0.0144	0	angiotensinogen	0
KCNQ3	0.0144	0	0	0	0	0	0.0144	0	potassium voltage-gated channel subfamily Q member 3	0
BIN2	0.0144	0	0	0	0	0	0.0144	0	bridging integrator 2	0
CEBPA	0.0144	0	0	0	0	0	0.0144	0	CCAAT/enhancer binding protein alpha	0
LY86	0.0144	0	0	0	0	0	0.0144	0	lymphocyte antigen 86	0
MLLT3	0.0144	0	0	0	0	0	0.0144	0	MLLT3, super elongation complex subunit	0
COQ2	0.0144	0	0	0	0	0	0.0144	0	coenzyme Q2, polyprenyltransferase	0
PAIP2	0.0144	0	0	0	0	0	0.0144	0	poly(A) binding protein interacting protein 2	0
SAP18	0.0144	0	0	0	0	0	0.0144	0	Sin3A associated protein 18	0
COLQ	0.0144	0	0	0	0	0	0.0144	0	collagen like tail subunit of asymmetric acetylcholinesterase	0
DKK4	0.0144	0	0	0	0	0	0.0144	0	dickkopf WNT signaling pathway inhibitor 4	0
CD109	0.0144	0	0	0	0	0	0.0144	0	CD109 molecule	0
LRP11	0.0144	0	0	0	0	0	0.0144	0	LDL receptor related protein 11	0
CD99	0.0144	0	0	0	0	0	0.0144	0	CD99 molecule (Xg blood group)	0
PPP2R2C	0.0144	0	0	0	0	0	0.0144	0	protein phosphatase 2 regulatory subunit Bgamma	0
SMAD1	0.0144	0	0	0	0	0	0.0144	0	SMAD family member 1	0
PPP2R2A	0.0144	0	0	0	0	0	0.0144	0	protein phosphatase 2 regulatory subunit Balpha	0
SH2B3	0.0144	0	0	0	0	0	0.0144	0	SH2B adaptor protein 3	0
TCL1B	0.0144	0	0	0	0	0	0.0144	0	T-cell leukemia/lymphoma 1B	0
SYNE2	0.0144	0	0	0	0	0	0.0144	0	spectrin repeat containing nuclear envelope protein 2	0
TNFRSF25	0.0144	0	0	0	0	0	0.0144	0	TNF receptor superfamily member 25	0
SEZ6	0.0144	0	0	0	0	0	0.0144	0	seizure related 6 homolog	0
TRIM63	0.0144	0	0	0	0	0	0.0144	0	tripartite motif containing 63	0
SFRP1	0.0144	0	0	0	0	0	0.0144	0	secreted frizzled related protein 1	0
SEMA3F	0.0144	0	0	0	0	0	0.0144	0	semaphorin 3F	0
SSBP1	0.0144	0	0	0	0	0	0.0144	0	single stranded DNA binding protein 1	0
ZDHHC15	0.0144	0	0	0	0	0	0.0144	0	zinc finger DHHC-type containing 15	0
VAPA	0.0144	0	0	0	0	0	0.0144	0	VAMP associated protein A	0
PGD	0.0144	0	0	0	0	0	0.0144	0	phosphogluconate dehydrogenase	0
ZDHHC8	0.0144	0	0	0	0	0	0.0144	0	zinc finger DHHC-type containing 8	0
SLC25A4	0.0144	0	0	0	0	0	0.0144	0	solute carrier family 25 member 4	0
POR	0.0144	0	0	0	0	0	0.0144	0	cytochrome p450 oxidoreductase	0
SYN2	0.0144	0	0	0	0	0	0.0144	0	synapsin II	0
RPL13	0.0144	0	0	0	0	0	0.0144	0	ribosomal protein L13	0
GYG2	0.0144	0	0	0	0	0	0.0144	0	glycogenin 2	0
CYSLTR1	0.0144	0	0	0	0	0	0.0144	0	cysteinyl leukotriene receptor 1	0
AGTPBP1	0.0144	0	0	0	0	0	0.0144	0	ATP/GTP binding protein 1	0
ATG4C	0.0144	0	0	0	0	0	0.0144	0	autophagy related 4C cysteine peptidase	0
FLT1	0.0144	0	0	0	0	0	0.0144	0	fms related tyrosine kinase 1	0
AKAP5	0.0144	0	0	0	0	0	0.0144	0	A-kinase anchoring protein 5	0
FGF17	0.0144	0	0	0	0	0	0.0144	0	fibroblast growth factor 17	0
ATG5	0.0144	0	0	0	0	0	0.0144	0	autophagy related 5	0
PPP3CC	0.0144	0	0	0	0	0	0.0144	0	protein phosphatase 3 catalytic subunit gamma	0
SIGLEC14	0.0144	0	0	0	0	0	0.0144	0	sialic acid binding Ig like lectin 14	0
TOLLIP	0.0144	0	0	0	0	0	0.0144	0	toll interacting protein	0
UGT1A1	0.0144	0	0	0	0	0	0.0144	0	UDP glucuronosyltransferase family 1 member A1	0
RALGDS	0.0144	0	0	0	0	0	0.0144	0	ral guanine nucleotide dissociation stimulator	0
SERPINA13P	0.0144	0	0	0	0	0	0.0144	0	serpin family A member 13, pseudogene	0
UCN3	0.0144	0	0	0	0	0	0.0144	0	urocortin 3	0
SH3BP4	0.0144	0	0	0	0	0	0.0144	0	SH3 domain binding protein 4	0
ZDHHC9	0.0144	0	0	0	0	0	0.0144	0	zinc finger DHHC-type containing 9	0
REEP5	0.0144	0	0	0	0	0	0.0144	0	receptor accessory protein 5	0
TMEM59	0.0144	0	0	0	0	0	0.0144	0	transmembrane protein 59	0
ICAM2	0.0144	0	0	0	0	0	0.0144	0	intercellular adhesion molecule 2	0
CSNK2B	0.0144	0	0	0	0	0	0.0144	0	casein kinase 2 beta	0
H2AFY	0.0144	0	0	0	0	0	0.0144	0	H2A histone family member Y	0
CXCL5	0.0144	0	0	0	0	0	0.0144	0	C-X-C motif chemokine ligand 5	0
GRB2	0.0144	0	0	0	0	0	0.0144	0	growth factor receptor bound protein 2	0
PRDX3	0.0144	0	0	0	0	0	0.0144	0	peroxiredoxin 3	0
WNT10A	0.0143708390863797	0.0143708390863797	0	0	0	0	0	0	Wnt family member 10A	0
CIRBP	0.0143637255941716	0	0	0	0	0.0143637255941716	0	0	cold inducible RNA binding protein	0
LRRC32	0.0142753725204139	0.0142753725204139	0	0	0	0	0	0	leucine rich repeat containing 32	0
NAP1L5	0.0142435211816364	0	0	0	0	0.0142435211816364	0	0	nucleosome assembly protein 1 like 5	0
ANTXR2	0.0142236425887557	0.0142236425887557	0	0	0	0	0	0	anthrax toxin receptor 2	0
CR1L	0.0141984385312108	0.0141984385312108	0	0	0	0	0	0	complement C3b/C4b receptor 1 like	0
ZFP36L1	0.014060214343513	0.00257665794517967	0	0	0	0.0134160498572181	0	0	ZFP36 ring finger protein like 1	0
ARAP2	0.0140182698978344	0.0140182698978344	0	0	0	0	0	0	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2	0
SKAP1	0.0140113815162789	0.0140113815162789	0	0	0	0	0	0	src kinase associated phosphoprotein 1	0
BLK	0.014	0	0	0	0	0	0.014	0	BLK proto-oncogene, Src family tyrosine kinase	0
TCP1	0.014	0	0	0	0	0	0.014	0	t-complex 1	0
GMDS	0.014	0	0	0	0	0	0.014	0	GDP-mannose 4,6-dehydratase	0
KLF1	0.014	0	0	0	0	0	0.014	0	Kruppel like factor 1	0
ATF6	0.014	0	0	0	0	0	0.014	0	activating transcription factor 6	0
SMARCA2	0.014	0	0	0	0	0	0.014	0	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	0
GLI1	0.014	0	0	0	0	0	0.014	0	GLI family zinc finger 1	0
NABP2	0.014	0	0	0	0	0	0.014	0	nucleic acid binding protein 2	0
PICK1	0.014	0	0	0	0	0	0.014	0	protein interacting with PRKCA 1	0
ZBTB16	0.0139302404314664	0.0139302404314664	0	0	0	0	0	0	zinc finger and BTB domain containing 16	0
MCTP2	0.0139291242637841	0.0139291242637841	0	0	0	0	0	0	multiple C2 and transmembrane domain containing 2	0
CALM2	0.0138880299493743	0.0138880299493743	0	0	0	0	0	0	calmodulin 2	0
TRIM4	0.0138736848363421	0.0138736848363421	0	0	0	0	0	0	tripartite motif containing 4	0
G6PC2	0.0138189563726969	0.0138189563726969	0	0	0	0	0	0	glucose-6-phosphatase catalytic subunit 2	0
HLA-E	0.0137745969033504	0.0137745969033504	0	0	0	0	0	0	major histocompatibility complex, class I, E	0
LINC01094	0.0137544186071431	0	0	0	0	0.0137544186071431	0	0	long intergenic non-protein coding RNA 1094	0
HLA-DPB2	0.0136279646999422	0.0136279646999422	0	0	0	0	0	0	major histocompatibility complex, class II, DP beta 2 (pseudogene)	0
MTAP	0.0136026646598358	0.0136026646598358	0	0	0	0	0	0	methylthioadenosine phosphorylase	0
DSP	0.0136	0	0	0	0	0	0.0136	0	desmoplakin	0
IKZF3	0.0135574166810792	0.0135574166810792	0	0	0	0	0	0	IKAROS family zinc finger 3	0
ADGRD1	0.0135227779896777	0.0135227779896777	0	0	0	0	0	0	adhesion G protein-coupled receptor D1	0
SRSF5	0.0135106891058474	0	0	0	0	0.0135106891058474	0	0	serine and arginine rich splicing factor 5	0
MOXD1	0.0133143178704635	0	0	0	0	0.0133143178704635	0	0	monooxygenase DBH like 1	0
NALCN	0.0132	0	0	0	0	0	0.0132	0	sodium leak channel, non-selective	0
GPC3	0.0131173575448205	0	0	0	0	0.0131173575448205	0	0	glypican 3	0
KCNS1	0.0131173575448205	0	0	0	0	0.0131173575448205	0	0	potassium voltage-gated channel modifier subfamily S member 1	0
HMGCS1	0.013050714456558	0	0	0	0	0.013050714456558	0	0	3-hydroxy-3-methylglutaryl-CoA synthase 1	0
IKZF2	0.0130153867394066	0.0130153867394066	0	0	0	0	0	0	IKAROS family zinc finger 2	0
ITPRIPL2	0.0129906314828565	0	0	0	0	0.0129906314828565	0	0	inositol 1,4,5-trisphosphate receptor interacting protein like 2	0
SLC22A5	0.0129527836265492	0.0129527836265492	0	0	0	0	0	0	solute carrier family 22 member 5	0
GDAP1	0.0129453351596641	0	0	0	0	0.0129453351596641	0	0	ganglioside induced differentiation associated protein 1	0
SLC12A2	0.0129238388175175	0.0129238388175175	0	0	0	0	0	0	solute carrier family 12 member 2	0
CARMIL1	0.0129130183487017	0.0129130183487017	0	0	0	0	0	0	capping protein regulator and myosin 1 linker 1	0
MAPKAPK2	0.0128777777777778	0	0	0	0	0	0.0128777777777778	0	mitogen-activated protein kinase-activated protein kinase 2	0
ABCB11	0.012856225953202	0.012856225953202	0	0	0	0	0	0	ATP binding cassette subfamily B member 11	0
TSLP	0.012828541820549	0.012828541820549	0	0	0	0	0	0	thymic stromal lymphopoietin	0
ADAMTS2	0.0128194786341156	0	0	0	0	0.0111194786341156	0.0068	0	ADAM metallopeptidase with thrombospondin type 1 motif 2	0
KYNU	0.0128	0	0	0	0	0	0.0128	0	kynureninase	0
ADI1	0.0128	0	0	0	0	0	0.0128	0	acireductone dioxygenase 1	0
TLR6	0.0128	0	0	0	0	0	0.0128	0	toll like receptor 6	0
MARCH5	0.0128	0	0	0	0	0	0.0128	0	membrane associated ring-CH-type finger 5	0
CACNG3	0.0127625479297799	0	0	0	0	0.0127625479297799	0	0	calcium voltage-gated channel auxiliary subunit gamma 3	0
ENPP5	0.012449172431292	0	0	0	0	0.012449172431292	0	0	ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative)	0
CPSF4	0.0124	0	0	0	0	0	0.0124	0	cleavage and polyadenylation specific factor 4	0
ATP13A2	0.0124	0	0	0	0	0	0.0124	0	ATPase 13A2	0
HIPK1	0.012175746322604	0	0	0	0	0.012175746322604	0	0	homeodomain interacting protein kinase 1	0
SLC4A4	0.0121133103965935	0	0	0	0	0.0121133103965935	0	0	solute carrier family 4 member 4	0
DAPK1-IT1	0.012081128377947	0	0	0	0	0.012081128377947	0	0	DAPK1 intronic transcript 1	0
DDAH1	0.0120084999221671	0	0	0	0	0.0120084999221671	0	0	dimethylarginine dimethylaminohydrolase 1	0
TNFRSF17	0.012	0	0	0	0	0	0.012	0	TNF receptor superfamily member 17	0
COPZ1	0.012	0	0	0	0	0	0.012	0	coatomer protein complex subunit zeta 1	0
RGS17	0.012	0	0	0	0	0	0.012	0	regulator of G protein signaling 17	0
SOX9	0.0119922752965698	0	0	0	0	0.0119922752965698	0	0	SRY-box 9	0
DNAJC3	0.0119818640662207	0	0	0	0	0.0119818640662207	0	0	DnaJ heat shock protein family (Hsp40) member C3	0
MAML1	0.0118123893730271	0	0	0	0	0.0118123893730271	0	0	mastermind like transcriptional coactivator 1	0
C8orf46	0.011793723683223	0	0	0	0	0.011793723683223	0	0	chromosome 8 open reading frame 46	0
DCUN1D4	0.0117812492516967	0	0	0	0	0.0117812492516967	0	0	defective in cullin neddylation 1 domain containing 4	0
AC010307.3	0.0117182833441685	0	0	0	0	0.0117182833441685	0	0		0
FLCN	0.011627243209589	0	0	0	0	0.011627243209589	0	0	folliculin	0
IL1RL1	0.0116	0	0	0	0	0	0.0116	0	interleukin 1 receptor like 1	0
NUCB1	0.0116	0	0	0	0	0	0.0116	0	nucleobindin 1	0
OSR1	0.0116	0	0	0	0	0	0.0116	0	odd-skipped related transciption factor 1	0
ZNF500	0.0115217708814182	0	0	0	0	0.0115217708814182	0	0	zinc finger protein 500	0
ZNF204P	0.0115183555747048	0	0	0	0	0.0115183555747048	0	0	zinc finger protein 204, pseudogene	0
KLK4	0.0115119194087588	0.0115119194087588	0	0	0	0	0	0	kallikrein related peptidase 4	0
BEX4	0.0115045727656605	0	0	0	0	0.0115045727656605	0	0	brain expressed X-linked 4	0
B3GALNT1	0.0115045727656605	0	0	0	0	0.0115045727656605	0	0	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)	0
TTBK2	0.0114973954873664	0	0	0	0	0.00918958194946577	0.0092	0	tau tubulin kinase 2	0
TRHR	0.0114312510493284	0	0	0	0	0.0114312510493284	0	0	thyrotropin releasing hormone receptor	0
PPY	0.0114	0	0	0	0	0	0.0114	0	pancreatic polypeptide	0
NPAS4	0.0113381733263662	0	0	0	0	0.0113381733263662	0	0	neuronal PAS domain protein 4	0
AC009268.1	0.0113381733263662	0	0	0	0	0.0113381733263662	0	0		0
INTU	0.0112757198194172	0	0	0	0	0.0112757198194172	0	0	inturned planar cell polarity protein	0
SYNGR3	0.0112752884833704	0	0	0	0	0.0112752884833704	0	0	synaptogyrin 3	0
TNRC6B	0.0112585472851423	0	0	0	0	0.0112585472851423	0	0	trinucleotide repeat containing 6B	0
STARD3	0.0112	0	0	0	0	0	0.0112	0	StAR related lipid transfer domain containing 3	0
NECAB1	0.0111665290665103	0	0	0	0	0.0111665290665103	0	0	N-terminal EF-hand calcium binding protein 1	0
MEG3	0.0111500441381122	0	0	0	0	0.0111500441381122	0	0	maternally expressed 3 (non-protein coding)	0
HSPA13	0.0111398234115583	0	0	0	0	0.0111398234115583	0	0	heat shock protein family A (Hsp70) member 13	0
CRYM	0.0111386101139105	0	0	0	0	0.0111386101139105	0	0	crystallin mu	0
GPCPD1	0.0111356842039577	0	0	0	0	0.0111356842039577	0	0	glycerophosphocholine phosphodiesterase 1	0
RAB3B	0.0111194786341156	0	0	0	0	0.0111194786341156	0	0	RAB3B, member RAS oncogene family	0
TRAPPC11	0.011017995867899	0	0	0	0	0.011017995867899	0	0	trafficking protein particle complex 11	0
PRSS55	0.0110089382989255	0.0110089382989255	0	0	0	0	0	0	protease, serine 55	0
TMEM30A	0.0110000339964067	0	0	0	0	0.0110000339964067	0	0	transmembrane protein 30A	0
MYSM1	0.0108930258773805	0	0	0	0	0.0108930258773805	0	0	Myb like, SWIRM and MPN domains 1	0
SLC22A8	0.0108168769330786	0	0	0	0	0.0108168769330786	0	0	solute carrier family 22 member 8	0
TESPA1	0.0108168769330786	0	0	0	0	0.0108168769330786	0	0	thymocyte expressed, positive selection associated 1	0
PHLPP1	0.0108	0	0	0	0	0	0.0108	0	PH domain and leucine rich repeat protein phosphatase 1	0
C21orf33	0.0108	0	0	0	0	0	0.0108	0	chromosome 21 open reading frame 33	0
FXYD1	0.0108	0	0	0	0	0	0.0108	0	FXYD domain containing ion transport regulator 1	0
DGCR2	0.0108	0	0	0	0	0	0.0108	0	DiGeorge syndrome critical region gene 2	0
TNPO1	0.0107761740716807	0	0	0	0	0.0107761740716807	0	0	transportin 1	0
ARGLU1	0.0107554837650514	0	0	0	0	0.0107554837650514	0	0	arginine and glutamate rich 1	0
CHML	0.0106348968394625	0	0	0	0	0.0106348968394625	0	0	CHM like, Rab escort protein 2	0
BTBD7	0.0106244273616758	0	0	0	0	0.0106244273616758	0	0	BTB domain containing 7	0
RFK	0.0106137186713769	0	0	0	0	0.0106137186713769	0	0	riboflavin kinase	0
RNASE6	0.0105792302514121	0	0	0	0	0.0105792302514121	0	0	ribonuclease A family member k6	0
ITFG1	0.0105335518853069	0	0	0	0	0.0105335518853069	0	0	integrin alpha FG-GAP repeat containing 1	0
PCP4	0.0105123368861047	0	0	0	0	0.0105123368861047	0	0	Purkinje cell protein 4	0
SRGAP1	0.0105123368861047	0	0	0	0	0.0105123368861047	0	0	SLIT-ROBO Rho GTPase activating protein 1	0
TRIM36	0.0104939505144826	0	0	0	0	0.0104939505144826	0	0	tripartite motif containing 36	0
RNVU1-19	0.0104350095073987	0	0	0	0	0.0104350095073987	0	0	RNA, variant U1 small nuclear 19	0
CAPN6	0.0104	0	0	0	0	0	0.0104	0	calpain 6	0
VAMP2	0.0104	0	0	0	0	0	0.0104	0	vesicle associated membrane protein 2	0
ACP1	0.0103309362737246	0	0	0	0	0.0103309362737246	0	0	acid phosphatase 1, soluble	0
NUDT21	0.0103034020315292	0	0	0	0	0.0103034020315292	0	0	nudix hydrolase 21	0
MAP3K20	0.0102790931113456	0	0	0	0	0.0102790931113456	0	0	mitogen-activated protein kinase kinase kinase 20	0
TARBP1	0.0102666983966462	0	0	0	0	0.0102666983966462	0	0	TAR (HIV-1) RNA binding protein 1	0
SGIP1	0.0102106617985485	0	0	0	0	0.0102106617985485	0	0	SH3 domain GRB2 like endophilin interacting protein 1	0
HIVEP3	0.0101752638879987	0	0	0	0	0.0101752638879987	0	0	human immunodeficiency virus type I enhancer binding protein 3	0
ABCC8	0.0101752638879987	0	0	0	0	0.0101752638879987	0	0	ATP binding cassette subfamily C member 8	0
EML6	0.0101752638879987	0	0	0	0	0.0101752638879987	0	0	echinoderm microtubule associated protein like 6	0
THAP9-AS1	0.0101149526004247	0	0	0	0	0.0101149526004247	0	0	THAP9 antisense RNA 1	0
LAPTM4B	0.0101075238005834	0	0	0	0	0.0101075238005834	0	0	lysosomal protein transmembrane 4 beta	0
JAKMIP2	0.0101048127261263	0	0	0	0	0.0101048127261263	0	0	janus kinase and microtubule interacting protein 2	0
UNC13C	0.0100632933662927	0	0	0	0	0.0100632933662927	0	0	unc-13 homolog C	0
GLS	0.0100554073941613	0	0	0	0	0.0100554073941613	0	0	glutaminase	0
PSMA5	0.0100504523327937	0	0	0	0	0.0100504523327937	0	0	proteasome subunit alpha 5	0
HLA-DMA	0.01	0	0	0	0	0	0.01	0	major histocompatibility complex, class II, DM alpha	0
S100A2	0.01	0	0	0	0	0	0.01	0	S100 calcium binding protein A2	0
PRPS1	0.00995192329707031	0	0	0	0	0.00995192329707031	0	0	phosphoribosyl pyrophosphate synthetase 1	0
YTHDC2	0.00995192329707031	0	0	0	0	0.00995192329707031	0	0	YTH domain containing 2	0
PRELP	0.00991503333149577	0	0	0	0	0.00991503333149577	0	0	proline and arginine rich end leucine rich repeat protein	0
TMTC4	0.00988723456857675	0	0	0	0	0.00988723456857675	0	0	transmembrane and tetratricopeptide repeat containing 4	0
RGS7	0.00986595444307386	0	0	0	0	0.00986595444307386	0	0	regulator of G protein signaling 7	0
SLC5A3	0.0098184183406693	0	0	0	0	0.0098184183406693	0	0	solute carrier family 5 member 3	0
NAV1	0.00979341194323253	0	0	0	0	0.00979341194323253	0	0	neuron navigator 1	0
GPR155	0.00976502318979024	0	0	0	0	0.00976502318979024	0	0	G protein-coupled receptor 155	0
ZNF618	0.00973905841486945	0	0	0	0	0.00973905841486945	0	0	zinc finger protein 618	0
MIR7-3HG	0.00967784237781328	0	0	0	0	0.00967784237781328	0	0	MIR7-3 host gene	0
ARHGAP31	0.00967784237781328	0	0	0	0	0.00967784237781328	0	0	Rho GTPase activating protein 31	0
SPEN	0.00966523603024211	0	0	0	0	0.00966523603024211	0	0	spen family transcriptional repressor	0
PITPNB	0.00966520852818833	0	0	0	0	0.00966520852818833	0	0	phosphatidylinositol transfer protein beta	0
AL583810.1	0.00966520852818833	0	0	0	0	0.00966520852818833	0	0		0
AC073476.3	0.00966520852818833	0	0	0	0	0.00966520852818833	0	0		0
PTP4A1	0.00965071407161522	0	0	0	0	0.00965071407161522	0	0	protein tyrosine phosphatase type IVA, member 1	0
RSBN1	0.00963630881226267	0	0	0	0	0.00963630881226267	0	0	round spermatid basic protein 1	0
KDM4B	0.00963630881226267	0	0	0	0	0.00963630881226267	0	0	lysine demethylase 4B	0
MIR22HG	0.00963630881226267	0	0	0	0	0.00963630881226267	0	0	MIR22 host gene	0
TRO	0.00963630881226267	0	0	0	0	0.00963630881226267	0	0	trophinin	0
MCHR2	0.00963231646836806	0	0	0	0	0.00963231646836806	0	0	melanin concentrating hormone receptor 2	0
SNORD113-3	0.00959383896846371	0	0	0	0	0.00959383896846371	0	0	small nucleolar RNA, C/D box 113-3	0
ZNRD1ASP	0.00959328176879935	0	0	0	0	0.00959328176879935	0	0	zinc ribbon domain containing 1 antisense, pseudogene	0
RGPD5	0.00959146614202114	0	0	0	0	0.00959146614202114	0	0	RANBP2-like and GRIP domain containing 5	0
EXTL2	0.00957191048764889	0.00404216281116278	0	0	0	0.00856136978485819	0	0	exostosin like glycosyltransferase 2	0
KDM5A	0.00956727742253577	0	0	0	0	0.00956727742253577	0	0	lysine demethylase 5A	0
KMT2A	0.00954738009763758	0	0	0	0	0.00954738009763758	0	0	lysine methyltransferase 2A	0
PRKAR2B	0.00945816494206317	0	0	0	0	0.00945816494206317	0	0	protein kinase cAMP-dependent type II regulatory subunit beta	0
NIPAL2	0.00940991851769149	0	0	0	0	0.00940991851769149	0	0	NIPA like domain containing 2	0
CLDN10	0.00940408119749318	0	0	0	0	0.00940408119749318	0	0	claudin 10	0
KIAA0368	0.00940104530426848	0	0	0	0	0.00940104530426848	0	0	KIAA0368	0
SCOC	0.00938042217727413	0	0	0	0	0.00938042217727413	0	0	short coiled-coil protein	0
FBXO32	0.0093526319339786	0	0	0	0	0.0093526319339786	0	0	F-box protein 32	0
DICER1	0.009336879323469	0	0	0	0	0.009336879323469	0	0	dicer 1, ribonuclease III	0
FADS3	0.00932732523066543	0	0	0	0	0.00932732523066543	0	0	fatty acid desaturase 3	0
MSI2	0.00932732523066543	0	0	0	0	0.00932732523066543	0	0	musashi RNA binding protein 2	0
KANK2	0.00932732523066543	0	0	0	0	0.00932732523066543	0	0	KN motif and ankyrin repeat domains 2	0
S100A4	0.00931995671393159	0	0	0	0	0.00931995671393159	0	0	S100 calcium binding protein A4	0
UNC80	0.00928096891000539	0	0	0	0	0.00928096891000539	0	0	unc-80 homolog, NALCN channel complex subunit	0
GPATCH2L	0.00925403110939605	0	0	0	0	0.00925403110939605	0	0	G-patch domain containing 2 like	0
